INFO 2024-09-03 11:29:17,712 views 17616 11532 Updated object: {'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}
INFO 2024-09-03 11:29:17,801 views 17616 11532 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:46:07,045 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:47:17,542 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:47:17,561 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:47:58,488 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:47:58,507 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:00,489 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:00,513 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:07,043 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:07,062 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:26,082 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:29,075 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:47,361 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 11:48:47,422 views 2208 5000 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 12:01:28,952 views 13852 3504 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 12:01:28,963 views 13852 3504 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}, {'id': 3, 'emp_id': 10, 'emp_name': 'abc', 'emp_dept': 'xyz', 'emp_address': 'pune....'}]
INFO 2024-09-03 12:01:32,472 views 13852 3504 Deleted object: Employee object (3)
INFO 2024-09-03 12:01:32,508 views 13852 3504 Listed objects: [{'id': 2, 'emp_id': 44, 'emp_name': 'dfgd', 'emp_dept': 'dgdf', 'emp_address': 'xyz'}]
